0.000000e+00,3.000000e-01,7.000000e-01,1.501530e+00,1.000000e+00
0.000000e+00,3.200000e-01,6.800000e-01,1.541855e+00,1.000000e+00
0.000000e+00,3.400000e-01,6.600000e-01,1.584381e+00,1.000000e+00
0.000000e+00,3.600000e-01,6.400000e-01,1.629292e+00,1.000000e+00
0.000000e+00,3.700000e-01,6.300000e-01,1.652704e+00,1.000000e+00
0.000000e+00,3.800000e-01,6.200000e-01,1.676792e+00,1.000000e+00
0.000000e+00,3.900000e-01,6.100000e-01,1.701584e+00,1.000000e+00
0.000000e+00,4.000000e-01,6.000000e-01,1.727112e+00,1.000000e+00
0.000000e+00,4.100000e-01,5.900000e-01,1.753409e+00,1.000000e+00
0.000000e+00,4.200000e-01,5.800000e-01,1.780509e+00,1.000000e+00
0.000000e+00,4.300000e-01,5.700000e-01,1.808451e+00,1.000000e+00
0.000000e+00,4.400000e-01,5.600000e-01,1.837273e+00,1.000000e+00
0.000000e+00,4.500000e-01,5.500000e-01,1.867017e+00,1.000000e+00
0.000000e+00,4.600000e-01,5.400000e-01,1.897729e+00,1.000000e+00
0.000000e+00,4.700000e-01,5.300000e-01,1.929456e+00,1.000000e+00
0.000000e+00,4.800000e-01,5.200000e-01,1.962248e+00,1.000000e+00
0.000000e+00,4.900000e-01,5.100000e-01,1.996161e+00,1.000000e+00
0.000000e+00,5.000000e-01,5.000000e-01,2.031251e+00,1.000000e+00
0.000000e+00,5.100000e-01,4.900000e-01,2.067582e+00,1.000000e+00
0.000000e+00,5.200000e-01,4.800000e-01,2.105219e+00,1.000000e+00
0.000000e+00,5.300000e-01,4.700000e-01,2.144233e+00,1.000000e+00
0.000000e+00,5.400000e-01,4.600000e-01,2.184702e+00,1.000000e+00
0.000000e+00,5.500000e-01,4.500000e-01,2.226706e+00,1.000000e+00
0.000000e+00,5.600000e-01,4.400000e-01,2.270335e+00,1.000000e+00
0.000000e+00,5.700000e-01,4.300000e-01,2.315683e+00,1.000000e+00
0.000000e+00,5.800000e-01,4.200000e-01,2.362854e+00,1.000000e+00
0.000000e+00,5.900000e-01,4.100000e-01,2.411957e+00,1.000000e+00
0.000000e+00,6.000000e-01,4.000000e-01,2.463113e+00,1.000000e+00
0.000000e+00,6.100000e-01,3.900000e-01,2.516453e+00,1.000000e+00
0.000000e+00,6.200000e-01,3.800000e-01,2.572116e+00,1.000000e+00
0.000000e+00,6.300000e-01,3.700000e-01,2.630256e+00,1.000000e+00
0.000000e+00,6.400000e-01,3.600000e-01,2.691041e+00,1.000000e+00
0.000000e+00,6.500000e-01,3.500000e-01,2.754652e+00,1.000000e+00
0.000000e+00,6.600000e-01,3.400000e-01,2.821287e+00,1.000000e+00
0.000000e+00,6.700000e-01,3.300000e-01,2.891165e+00,1.000000e+00
0.000000e+00,6.800000e-01,3.200000e-01,2.964523e+00,1.000000e+00
0.000000e+00,6.900000e-01,3.100000e-01,3.041623e+00,1.000000e+00
0.000000e+00,7.000000e-01,3.000000e-01,3.122755e+00,1.000000e+00
0.000000e+00,7.100000e-01,2.900000e-01,3.208235e+00,1.000000e+00
0.000000e+00,7.200000e-01,2.800000e-01,3.298415e+00,1.000000e+00
0.000000e+00,7.300000e-01,2.700000e-01,3.393685e+00,1.000000e+00
0.000000e+00,7.400000e-01,2.600000e-01,3.494476e+00,1.000000e+00
0.000000e+00,7.500000e-01,2.500000e-01,3.601271e+00,1.000000e+00
0.000000e+00,7.600000e-01,2.400000e-01,3.714605e+00,1.000000e+00
0.000000e+00,7.700000e-01,2.300000e-01,3.835079e+00,1.000000e+00
0.000000e+00,7.800000e-01,2.200000e-01,3.963366e+00,1.000000e+00
0.000000e+00,7.900000e-01,2.100000e-01,4.100222e+00,1.000000e+00
0.000000e+00,8.000000e-01,2.000000e-01,4.246501e+00,1.000000e+00
0.000000e+00,8.100000e-01,1.900000e-01,4.403164e+00,1.000000e+00
0.000000e+00,8.200000e-01,1.800000e-01,4.571305e+00,1.000000e+00
0.000000e+00,8.300000e-01,1.700000e-01,4.752160e+00,1.000000e+00
0.000000e+00,8.400000e-01,1.600000e-01,4.947141e+00,1.000000e+00
0.000000e+00,8.500000e-01,1.500000e-01,5.157856e+00,1.000000e+00
0.000000e+00,8.600000e-01,1.400000e-01,5.386140e+00,1.000000e+00
0.000000e+00,8.700000e-01,1.300000e-01,5.634093e+00,1.000000e+00
0.000000e+00,8.800000e-01,1.200000e-01,5.904120e+00,1.000000e+00
0.000000e+00,8.900000e-01,1.100000e-01,6.198964e+00,1.000000e+00
0.000000e+00,9.000000e-01,1.000000e-01,6.521757e+00,1.000000e+00
0.000000e+00,9.100000e-01,9.000000e-02,6.876052e+00,1.000000e+00
0.000000e+00,9.200000e-01,8.000000e-02,7.265844e+00,1.000000e+00
0.000000e+00,9.300000e-01,7.000000e-02,7.695568e+00,1.000000e+00
0.000000e+00,9.400000e-01,6.000000e-02,8.170037e+00,1.000000e+00
0.000000e+00,9.500000e-01,5.000000e-02,8.694283e+00,1.000000e+00
